     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
     0	     0	
  8191	-24573	
-24573	-24573	
 -8191	-24573	
 -8191	 -8191	
 24573	 -8191	
-24573	-24573	
  8191	 -8191	
  8191	  8191	
 24573	 24573	
 -8191	 24573	
 -8191	  8191	
 -8191	-24573	
  8191	-24573	
 -8191	 -8191	
-24573	-24573	
 24573	 -8191	
 24573	-24573	
 -8191	 -8191	
 -8191	 -8191	
  8191	 -8191	
 24573	 -8191	
  8191	  8191	
-24573	-24573	
  8191	  8191	
-24573	 -8191	
-24573	 24573	
 24573	 -8191	
 -8191	  8191	
 24573	 24573	
 24573	 -8191	
 -8191	-24573	
 -8191	-24573	
-24573	 24573	
 24573	-24573	
 -8191	  8191	
  8191	 24573	
 -8191	-24573	
  8191	-24573	
  8191	 -8191	
-24573	 24573	
 24573	 24573	
-24573	 -8191	
 -8191	 -8191	
 -8191	-24573	
-24573	 -8191	
 -8191	 24573	
 -8191	  8191	
 24573	  8191	
  8191	 -8191	
  8191	 -8191	
 -8191	  8191	
 -8191	 24573	
 -8191	  8191	
 -8191	-24573	
 24573	-24573	
